event_id,name,type,date,time,location,city,desc,image,created_at
2693,Satsang Sabha,Jagran,2025-09-04,12:15,"Hanuman Mandir, Sector 17",Lucknow,Path and kirtan with spiritual leaders,bhajan.jpg,2025-07-15 07:38:55
2694,Hanuman Jayanti,Jagran,2025-09-17,19:30,"Radha Krishna Mandir, Sector 31",Delhi,Special spiritual event with prasad,bhajan.jpg,2025-07-15 07:38:55
2695,Navratri Bhajan,Satsang,2025-10-03,11:30,"Hanuman Mandir, Sector 2",Chennai,Special spiritual event with prasad,ramayan.jpg,2025-07-15 07:38:55
2696,Jagran Mahotsav,Pooja,2025-08-09,14:00,"Shiv Mandir, Sector 31",Jaipur,Special spiritual event with prasad,shivratri.jpg,2025-07-15 07:38:55
2697,Jagran Mahotsav,Jagran,2025-09-08,10:30,"Radha Krishna Mandir, Sector 26",Varanasi,All-night Jagran with langar,matachowki.jpg,2025-07-15 07:38:55
2698,Krishna Janmashtami,Bhajan,2025-09-07,12:45,"ISKCON Temple, Sector 16",Hyderabad,Live bhajan by local artists,ramayan.jpg,2025-07-15 07:38:55
2699,Kirtan Mela,Jagran,2025-09-21,07:00,"Vaishno Devi Mandir, Sector 32",Lucknow,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2700,Ramayan Paath,Satsang,2025-09-25,05:30,"Hanuman Mandir, Sector 1",Varanasi,Live bhajan by local artists,noimage.jpg,2025-07-15 07:38:55
2701,Hanuman Jayanti,Jagran,2025-10-27,12:45,"Shiv Mandir, Sector 44",Jaipur,Special spiritual event with prasad,sunderkand.jpg,2025-07-15 07:38:55
2702,Jagran Mahotsav,Bhajan,2025-09-03,11:00,"Hanuman Mandir, Sector 27",Lucknow,Special spiritual event with prasad,bhajan.jpg,2025-07-15 07:38:55
2703,Lakshmi Poojan,Jagran,2025-10-23,20:15,"Vaishno Devi Mandir, Sector 17",Varanasi,Live bhajan by local artists,shivratri.jpg,2025-07-15 07:38:55
2704,Radha Ashtami,Bhajan,2025-09-24,17:15,"Vaishno Devi Mandir, Sector 28",Bangalore,Morning pooja followed by community lunch,janmashtami.jpg,2025-07-15 07:38:55
2705,Durga Saptashati,Bhajan,2025-10-26,08:30,"Hanuman Mandir, Sector 29",Bangalore,All-night Jagran with langar,ramayan.jpg,2025-07-15 07:38:55
2706,Satsang Sabha,Jagran,2025-10-04,08:45,"Vaishno Devi Mandir, Sector 6",Delhi,All-night Jagran with langar,matachowki.jpg,2025-07-15 07:38:55
2707,Hanuman Jayanti,Jagran,2025-09-26,17:00,"Kalka Mandir, Sector 28",Bangalore,Special spiritual event with prasad,sunderkand.jpg,2025-07-15 07:38:55
2708,Krishna Janmashtami,Bhajan,2025-08-14,17:00,"Vaishno Devi Mandir, Sector 1",Lucknow,Path and kirtan with spiritual leaders,matachowki.jpg,2025-07-15 07:38:55
2709,Ramayan Paath,Satsang,2025-09-03,17:15,"Radha Krishna Mandir, Sector 27",Jaipur,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2710,Ramayan Paath,Satsang,2025-08-09,13:45,"Radha Krishna Mandir, Sector 9",Jaipur,Special spiritual event with prasad,matachowki.jpg,2025-07-15 07:38:55
2711,Kirtan Mela,Pooja,2025-08-19,11:00,"Radha Krishna Mandir, Sector 48",Ahmedabad,Live bhajan by local artists,sunderkand.jpg,2025-07-15 07:38:55
2712,Sunderkand Path,Bhajan,2025-08-05,06:15,"Shiv Mandir, Sector 41",Chennai,Special spiritual event with prasad,sunderkand.jpg,2025-07-15 07:38:55
2713,Mata Ki Chowki,Jagran,2025-09-18,19:45,"Vaishno Devi Mandir, Sector 21",Lucknow,Special spiritual event with prasad,shivratri.jpg,2025-07-15 07:38:55
2714,Ramayan Paath,Bhajan,2025-09-03,11:45,"Kalka Mandir, Sector 9",Delhi,Path and kirtan with spiritual leaders,noimage.jpg,2025-07-15 07:38:55
2715,Hanuman Jayanti,Bhajan,2025-10-13,13:15,"Shiv Mandir, Sector 25",Varanasi,Special spiritual event with prasad,noimage.jpg,2025-07-15 07:38:55
2716,Kirtan Mela,Bhajan,2025-08-09,13:45,"Durga Mandir, Sector 49",Jaipur,Special spiritual event with prasad,janmashtami.jpg,2025-07-15 07:38:55
2717,Durga Saptashati,Pooja,2025-10-13,11:45,"Vaishno Devi Mandir, Sector 12",Hyderabad,Path and kirtan with spiritual leaders,janmashtami.jpg,2025-07-15 07:38:55
2718,Ramayan Paath,Jagran,2025-08-29,08:30,"Vaishno Devi Mandir, Sector 41",Chennai,Special spiritual event with prasad,noimage.jpg,2025-07-15 07:38:55
2719,Ramayan Paath,Jagran,2025-10-22,21:30,"Vaishno Devi Mandir, Sector 48",Bangalore,Live bhajan by local artists,noimage.jpg,2025-07-15 07:38:55
2720,Mata Ki Chowki,Pooja,2025-08-26,17:45,"Kalka Mandir, Sector 4",Ahmedabad,Path and kirtan with spiritual leaders,bhajan.jpg,2025-07-15 07:38:55
2721,Sunderkand Path,Pooja,2025-08-15,11:45,"Vaishno Devi Mandir, Sector 20",Mumbai,Path and kirtan with spiritual leaders,noimage.jpg,2025-07-15 07:38:55
2722,Navratri Bhajan,Pooja,2025-10-23,10:30,"Shiv Mandir, Sector 19",Jaipur,Morning pooja followed by community lunch,noimage.jpg,2025-07-15 07:38:55
2723,Kirtan Mela,Pooja,2025-10-09,21:15,"ISKCON Temple, Sector 3",Mumbai,Path and kirtan with spiritual leaders,bhajan.jpg,2025-07-15 07:38:55
2724,Satsang Sabha,Pooja,2025-08-07,18:45,"Vaishno Devi Mandir, Sector 35",Pune,All-night Jagran with langar,sunderkand.jpg,2025-07-15 07:38:55
2725,Hanuman Jayanti,Jagran,2025-09-10,21:45,"Vaishno Devi Mandir, Sector 42",Hyderabad,Morning pooja followed by community lunch,janmashtami.jpg,2025-07-15 07:38:55
2726,Lakshmi Poojan,Pooja,2025-09-02,05:00,"Durga Mandir, Sector 27",Jaipur,All-night Jagran with langar,shivratri.jpg,2025-07-15 07:38:55
2727,Krishna Janmashtami,Pooja,2025-08-08,18:15,"Radha Krishna Mandir, Sector 23",Hyderabad,Morning pooja followed by community lunch,matachowki.jpg,2025-07-15 07:38:55
2728,Jagran Mahotsav,Satsang,2025-09-05,06:45,"Hanuman Mandir, Sector 4",Lucknow,Live bhajan by local artists,matachowki.jpg,2025-07-15 07:38:55
2729,Ganesh Chaturthi,Bhajan,2025-09-09,08:15,"ISKCON Temple, Sector 48",Varanasi,Live bhajan by local artists,ramayan.jpg,2025-07-15 07:38:55
2730,Bhajan Sandhya,Bhajan,2025-10-28,10:30,"Durga Mandir, Sector 47",Varanasi,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2731,Sunderkand Path,Satsang,2025-09-12,20:15,"ISKCON Temple, Sector 10",Delhi,Morning pooja followed by community lunch,ramayan.jpg,2025-07-15 07:38:55
2732,Shivratri Pooja,Satsang,2025-09-25,07:00,"Radha Krishna Mandir, Sector 49",Varanasi,Special spiritual event with prasad,ramayan.jpg,2025-07-15 07:38:55
2733,Kirtan Mela,Pooja,2025-09-07,11:00,"Shiv Mandir, Sector 17",Delhi,Live bhajan by local artists,noimage.jpg,2025-07-15 07:38:55
2734,Ramayan Paath,Pooja,2025-10-06,12:45,"ISKCON Temple, Sector 25",Varanasi,Live bhajan by local artists,ramayan.jpg,2025-07-15 07:38:55
2735,Bhajan Sandhya,Jagran,2025-09-28,18:30,"Durga Mandir, Sector 4",Jaipur,All-night Jagran with langar,shivratri.jpg,2025-07-15 07:38:55
2736,Durga Saptashati,Pooja,2025-10-28,09:15,"ISKCON Temple, Sector 39",Chennai,Path and kirtan with spiritual leaders,shivratri.jpg,2025-07-15 07:38:55
2737,Bhajan Sandhya,Bhajan,2025-09-08,19:00,"Vaishno Devi Mandir, Sector 49",Lucknow,Special spiritual event with prasad,sunderkand.jpg,2025-07-15 07:38:55
2738,Radha Ashtami,Pooja,2025-08-19,18:30,"Kalka Mandir, Sector 28",Lucknow,Special spiritual event with prasad,matachowki.jpg,2025-07-15 07:38:55
2739,Hanuman Jayanti,Satsang,2025-08-08,16:30,"Kalka Mandir, Sector 12",Ahmedabad,Live bhajan by local artists,bhajan.jpg,2025-07-15 07:38:55
2740,Jagran Mahotsav,Jagran,2025-10-06,15:00,"Durga Mandir, Sector 48",Jaipur,Live bhajan by local artists,sunderkand.jpg,2025-07-15 07:38:55
2741,Bhajan Sandhya,Pooja,2025-10-05,05:45,"ISKCON Temple, Sector 47",Hyderabad,Morning pooja followed by community lunch,matachowki.jpg,2025-07-15 07:38:55
2742,Satsang Sabha,Jagran,2025-08-15,11:00,"Durga Mandir, Sector 28",Varanasi,Morning pooja followed by community lunch,janmashtami.jpg,2025-07-15 07:38:55
2743,Durga Saptashati,Jagran,2025-08-08,12:45,"Vaishno Devi Mandir, Sector 2",Delhi,Path and kirtan with spiritual leaders,bhajan.jpg,2025-07-15 07:38:55
2744,Lakshmi Poojan,Satsang,2025-10-20,07:00,"ISKCON Temple, Sector 30",Mumbai,Morning pooja followed by community lunch,bhajan.jpg,2025-07-15 07:38:55
2745,Bhajan Sandhya,Satsang,2025-09-25,11:15,"Vaishno Devi Mandir, Sector 1",Chennai,Live bhajan by local artists,bhajan.jpg,2025-07-15 07:38:55
2746,Satsang Sabha,Bhajan,2025-08-10,09:00,"Shiv Mandir, Sector 45",Mumbai,Live bhajan by local artists,noimage.jpg,2025-07-15 07:38:55
2747,Krishna Janmashtami,Pooja,2025-09-02,21:30,"Radha Krishna Mandir, Sector 3",Chennai,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2748,Krishna Janmashtami,Jagran,2025-08-31,18:30,"Durga Mandir, Sector 11",Jaipur,Morning pooja followed by community lunch,janmashtami.jpg,2025-07-15 07:38:55
2749,Mata Ki Chowki,Jagran,2025-10-11,14:00,"Hanuman Mandir, Sector 6",Chennai,Path and kirtan with spiritual leaders,ramayan.jpg,2025-07-15 07:38:55
2750,Jagran Mahotsav,Satsang,2025-09-03,12:30,"ISKCON Temple, Sector 37",Chennai,Morning pooja followed by community lunch,noimage.jpg,2025-07-15 07:38:55
2751,Navratri Bhajan,Pooja,2025-08-07,11:15,"ISKCON Temple, Sector 19",Varanasi,Path and kirtan with spiritual leaders,shivratri.jpg,2025-07-15 07:38:55
2752,Durga Saptashati,Pooja,2025-10-25,17:45,"Kalka Mandir, Sector 37",Delhi,All-night Jagran with langar,shivratri.jpg,2025-07-15 07:38:55
2753,Krishna Janmashtami,Satsang,2025-09-10,09:15,"Hanuman Mandir, Sector 24",Varanasi,All-night Jagran with langar,matachowki.jpg,2025-07-15 07:38:55
2754,Krishna Janmashtami,Pooja,2025-08-19,19:15,"Kalka Mandir, Sector 20",Jaipur,Path and kirtan with spiritual leaders,ramayan.jpg,2025-07-15 07:38:55
2755,Satsang Sabha,Satsang,2025-08-17,21:30,"Kalka Mandir, Sector 15",Pune,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2756,Kirtan Mela,Satsang,2025-10-12,11:00,"ISKCON Temple, Sector 34",Mumbai,Path and kirtan with spiritual leaders,ramayan.jpg,2025-07-15 07:38:55
2757,Radha Ashtami,Satsang,2025-09-20,18:00,"Hanuman Mandir, Sector 45",Jaipur,All-night Jagran with langar,bhajan.jpg,2025-07-15 07:38:55
2758,Krishna Janmashtami,Jagran,2025-08-28,11:30,"Vaishno Devi Mandir, Sector 2",Varanasi,Live bhajan by local artists,matachowki.jpg,2025-07-15 07:38:55
2759,Satsang Sabha,Jagran,2025-09-07,12:15,"Vaishno Devi Mandir, Sector 43",Varanasi,Morning pooja followed by community lunch,bhajan.jpg,2025-07-15 07:38:55
2760,Bhajan Sandhya,Jagran,2025-08-15,11:00,"Vaishno Devi Mandir, Sector 31",Varanasi,Path and kirtan with spiritual leaders,matachowki.jpg,2025-07-15 07:38:55
2761,Radha Ashtami,Satsang,2025-08-12,12:15,"ISKCON Temple, Sector 33",Mumbai,All-night Jagran with langar,ramayan.jpg,2025-07-15 07:38:55
2762,Lakshmi Poojan,Jagran,2025-10-16,08:30,"Shiv Mandir, Sector 31",Jaipur,Morning pooja followed by community lunch,sunderkand.jpg,2025-07-15 07:38:55
2763,Radha Ashtami,Pooja,2025-09-06,06:45,"Hanuman Mandir, Sector 40",Bangalore,Live bhajan by local artists,noimage.jpg,2025-07-15 07:38:55
2764,Navratri Bhajan,Satsang,2025-09-28,13:30,"Kalka Mandir, Sector 46",Mumbai,Path and kirtan with spiritual leaders,bhajan.jpg,2025-07-15 07:38:55
2765,Lakshmi Poojan,Satsang,2025-08-17,20:45,"Hanuman Mandir, Sector 10",Lucknow,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2766,Ganesh Chaturthi,Jagran,2025-08-27,13:30,"Radha Krishna Mandir, Sector 20",Chennai,Path and kirtan with spiritual leaders,shivratri.jpg,2025-07-15 07:38:55
2767,Lakshmi Poojan,Bhajan,2025-08-31,20:15,"Shiv Mandir, Sector 36",Bangalore,Special spiritual event with prasad,matachowki.jpg,2025-07-15 07:38:55
2768,Hanuman Jayanti,Pooja,2025-10-08,08:30,"Hanuman Mandir, Sector 34",Mumbai,Path and kirtan with spiritual leaders,bhajan.jpg,2025-07-15 07:38:55
2769,Krishna Janmashtami,Pooja,2025-08-08,18:30,"Hanuman Mandir, Sector 11",Lucknow,Morning pooja followed by community lunch,sunderkand.jpg,2025-07-15 07:38:55
2770,Ramayan Paath,Pooja,2025-10-09,16:30,"Shiv Mandir, Sector 26",Ahmedabad,Morning pooja followed by community lunch,sunderkand.jpg,2025-07-15 07:38:55
2771,Ramayan Paath,Jagran,2025-09-14,18:15,"Vaishno Devi Mandir, Sector 20",Chennai,Special spiritual event with prasad,shivratri.jpg,2025-07-15 07:38:55
2772,Sunderkand Path,Bhajan,2025-10-27,06:30,"Radha Krishna Mandir, Sector 38",Varanasi,Special spiritual event with prasad,janmashtami.jpg,2025-07-15 07:38:55
2773,Bhajan Sandhya,Jagran,2025-08-15,13:30,"ISKCON Temple, Sector 8",Chennai,Path and kirtan with spiritual leaders,matachowki.jpg,2025-07-15 07:38:55
2774,Navratri Bhajan,Pooja,2025-08-17,20:45,"Radha Krishna Mandir, Sector 29",Mumbai,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2775,Kirtan Mela,Pooja,2025-08-26,16:00,"Durga Mandir, Sector 50",Mumbai,Morning pooja followed by community lunch,janmashtami.jpg,2025-07-15 07:38:55
2776,Bhajan Sandhya,Jagran,2025-08-08,20:15,"Kalka Mandir, Sector 15",Delhi,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2777,Shivratri Pooja,Pooja,2025-10-15,08:15,"Kalka Mandir, Sector 49",Chennai,Morning pooja followed by community lunch,sunderkand.jpg,2025-07-15 07:38:55
2778,Krishna Janmashtami,Pooja,2025-09-04,10:45,"ISKCON Temple, Sector 40",Jaipur,All-night Jagran with langar,sunderkand.jpg,2025-07-15 07:38:55
2779,Kirtan Mela,Jagran,2025-09-09,20:00,"ISKCON Temple, Sector 6",Jaipur,All-night Jagran with langar,matachowki.jpg,2025-07-15 07:38:55
2780,Ganesh Chaturthi,Bhajan,2025-08-08,09:15,"Shiv Mandir, Sector 41",Jaipur,All-night Jagran with langar,ramayan.jpg,2025-07-15 07:38:55
2781,Satsang Sabha,Jagran,2025-09-19,20:00,"Vaishno Devi Mandir, Sector 45",Bangalore,All-night Jagran with langar,janmashtami.jpg,2025-07-15 07:38:55
2782,Lakshmi Poojan,Bhajan,2025-09-07,09:30,"Radha Krishna Mandir, Sector 21",Ahmedabad,Morning pooja followed by community lunch,bhajan.jpg,2025-07-15 07:38:55
2783,Shivratri Pooja,Pooja,2025-09-07,13:30,"Kalka Mandir, Sector 5",Varanasi,Morning pooja followed by community lunch,janmashtami.jpg,2025-07-15 07:38:55
2784,Kirtan Mela,Satsang,2025-09-18,08:45,"ISKCON Temple, Sector 13",Hyderabad,All-night Jagran with langar,sunderkand.jpg,2025-07-15 07:38:55
2785,Mata Ki Chowki,Bhajan,2025-09-12,08:30,"Hanuman Mandir, Sector 23",Pune,All-night Jagran with langar,shivratri.jpg,2025-07-15 07:38:55
2786,Satsang Sabha,Jagran,2025-10-08,05:45,"Hanuman Mandir, Sector 30",Lucknow,Path and kirtan with spiritual leaders,sunderkand.jpg,2025-07-15 07:38:55
2787,Satsang Sabha,Satsang,2025-09-18,20:00,"Radha Krishna Mandir, Sector 17",Delhi,All-night Jagran with langar,ramayan.jpg,2025-07-15 07:38:55
2788,Ganesh Chaturthi,Bhajan,2025-09-04,08:00,"Durga Mandir, Sector 45",Varanasi,Live bhajan by local artists,bhajan.jpg,2025-07-15 07:38:55
2789,Shivratri Pooja,Jagran,2025-10-15,12:30,"Kalka Mandir, Sector 37",Chennai,Live bhajan by local artists,sunderkand.jpg,2025-07-15 07:38:55
2790,Satsang Sabha,Satsang,2025-08-13,14:15,"Durga Mandir, Sector 5",Bangalore,Morning pooja followed by community lunch,matachowki.jpg,2025-07-15 07:38:55
2791,Sunderkand Path,Jagran,2025-09-27,07:45,"Radha Krishna Mandir, Sector 1",Lucknow,All-night Jagran with langar,shivratri.jpg,2025-07-15 07:38:55
2792,Lakshmi Poojan,Bhajan,2025-09-27,21:15,"Kalka Mandir, Sector 23",Delhi,Morning pooja followed by community lunch,ramayan.jpg,2025-07-15 07:38:55
2793,Bhajan Sandhya,Bhajan,2025-09-30,06:00,"Durga Mandir, Sector 34",Pune,Path and kirtan with spiritual leaders,shivratri.jpg,2025-07-15 07:38:55
2794,Jagran Mahotsav,Bhajan,2025-10-28,17:15,"Vaishno Devi Mandir, Sector 50",Chennai,Special spiritual event with prasad,shivratri.jpg,2025-07-15 07:38:55
2795,Mata Ki Chowki,Satsang,2025-10-10,07:00,"Kalka Mandir, Sector 11",Mumbai,Special spiritual event with prasad,noimage.jpg,2025-07-15 07:38:55
2796,Jagran Mahotsav,Bhajan,2025-09-28,14:45,"Vaishno Devi Mandir, Sector 42",Hyderabad,Live bhajan by local artists,matachowki.jpg,2025-07-15 07:38:55
2797,Sunderkand Path,Satsang,2025-10-12,19:45,"Durga Mandir, Sector 27",Ahmedabad,Morning pooja followed by community lunch,sunderkand.jpg,2025-07-15 07:38:55
2798,Navratri Bhajan,Jagran,2025-08-08,11:00,"ISKCON Temple, Sector 36",Lucknow,Morning pooja followed by community lunch,janmashtami.jpg,2025-07-15 07:38:55
2799,Kirtan Mela,Bhajan,2025-10-06,08:30,"Shiv Mandir, Sector 48",Varanasi,Morning pooja followed by community lunch,matachowki.jpg,2025-07-15 07:38:55
2800,Ganesh Chaturthi,Jagran,2025-09-30,10:30,"Vaishno Devi Mandir, Sector 31",Pune,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2801,Bhajan Sandhya,Bhajan,2025-10-04,11:30,"ISKCON Temple, Sector 11",Mumbai,Live bhajan by local artists,ramayan.jpg,2025-07-15 07:38:55
2802,Kirtan Mela,Pooja,2025-10-19,07:00,"Radha Krishna Mandir, Sector 26",Mumbai,Live bhajan by local artists,sunderkand.jpg,2025-07-15 07:38:55
2803,Sunderkand Path,Satsang,2025-08-14,10:15,"Vaishno Devi Mandir, Sector 23",Jaipur,Morning pooja followed by community lunch,bhajan.jpg,2025-07-15 07:38:55
2804,Mata Ki Chowki,Bhajan,2025-08-10,21:00,"ISKCON Temple, Sector 15",Ahmedabad,Live bhajan by local artists,ramayan.jpg,2025-07-15 07:38:55
2805,Ramayan Paath,Satsang,2025-10-01,11:00,"Radha Krishna Mandir, Sector 50",Mumbai,Morning pooja followed by community lunch,sunderkand.jpg,2025-07-15 07:38:55
2806,Durga Saptashati,Jagran,2025-10-21,21:30,"Shiv Mandir, Sector 1",Varanasi,Path and kirtan with spiritual leaders,sunderkand.jpg,2025-07-15 07:38:55
2807,Hanuman Jayanti,Pooja,2025-10-03,10:30,"Shiv Mandir, Sector 27",Pune,Path and kirtan with spiritual leaders,janmashtami.jpg,2025-07-15 07:38:55
2808,Bhajan Sandhya,Pooja,2025-08-14,14:00,"Radha Krishna Mandir, Sector 3",Varanasi,Special spiritual event with prasad,noimage.jpg,2025-07-15 07:38:55
2809,Krishna Janmashtami,Jagran,2025-08-09,21:15,"Shiv Mandir, Sector 43",Hyderabad,Special spiritual event with prasad,noimage.jpg,2025-07-15 07:38:55
2810,Krishna Janmashtami,Jagran,2025-09-10,07:45,"Shiv Mandir, Sector 24",Lucknow,Morning pooja followed by community lunch,matachowki.jpg,2025-07-15 07:38:55
2811,Navratri Bhajan,Jagran,2025-08-15,08:00,"Radha Krishna Mandir, Sector 8",Mumbai,Live bhajan by local artists,noimage.jpg,2025-07-15 07:38:55
2812,Jagran Mahotsav,Satsang,2025-10-07,11:45,"Vaishno Devi Mandir, Sector 7",Lucknow,Live bhajan by local artists,shivratri.jpg,2025-07-15 07:38:55
2813,Mata Ki Chowki,Pooja,2025-10-24,17:15,"ISKCON Temple, Sector 34",Lucknow,Live bhajan by local artists,janmashtami.jpg,2025-07-15 07:38:55
2814,Ganesh Chaturthi,Jagran,2025-09-17,20:00,"Vaishno Devi Mandir, Sector 31",Jaipur,Path and kirtan with spiritual leaders,shivratri.jpg,2025-07-15 07:38:55
2815,Krishna Janmashtami,Satsang,2025-10-13,07:45,"Radha Krishna Mandir, Sector 44",Chennai,All-night Jagran with langar,sunderkand.jpg,2025-07-15 07:38:55
2816,Navratri Bhajan,Satsang,2025-08-05,17:45,"Kalka Mandir, Sector 44",Jaipur,Live bhajan by local artists,noimage.jpg,2025-07-15 07:38:55
2817,Sunderkand Path,Satsang,2025-09-28,13:15,"Vaishno Devi Mandir, Sector 45",Pune,All-night Jagran with langar,shivratri.jpg,2025-07-15 07:38:55
2818,Ramayan Paath,Pooja,2025-08-23,07:45,"Radha Krishna Mandir, Sector 40",Ahmedabad,Path and kirtan with spiritual leaders,shivratri.jpg,2025-07-15 07:38:55
2819,Radha Ashtami,Satsang,2025-08-03,06:45,"Durga Mandir, Sector 30",Pune,All-night Jagran with langar,bhajan.jpg,2025-07-15 07:38:55
2820,Bhajan Sandhya,Jagran,2025-09-11,11:15,"Vaishno Devi Mandir, Sector 33",Jaipur,All-night Jagran with langar,sunderkand.jpg,2025-07-15 07:38:55
2821,Durga Saptashati,Pooja,2025-09-06,10:00,"Radha Krishna Mandir, Sector 4",Delhi,Live bhajan by local artists,shivratri.jpg,2025-07-15 07:38:55
2822,Shivratri Pooja,Pooja,2025-08-10,05:00,"Vaishno Devi Mandir, Sector 23",Delhi,All-night Jagran with langar,janmashtami.jpg,2025-07-15 07:38:55
2823,Durga Saptashati,Satsang,2025-10-19,14:45,"Vaishno Devi Mandir, Sector 21",Ahmedabad,All-night Jagran with langar,ramayan.jpg,2025-07-15 07:38:55
2824,Radha Ashtami,Bhajan,2025-10-03,15:15,"Radha Krishna Mandir, Sector 36",Delhi,Morning pooja followed by community lunch,sunderkand.jpg,2025-07-15 07:38:55
2825,Mata Ki Chowki,Bhajan,2025-09-04,12:00,"Vaishno Devi Mandir, Sector 36",Jaipur,Live bhajan by local artists,shivratri.jpg,2025-07-15 07:38:55
2826,Shivratri Pooja,Bhajan,2025-10-18,05:00,"Kalka Mandir, Sector 8",Mumbai,All-night Jagran with langar,matachowki.jpg,2025-07-15 07:38:55
2827,Navratri Bhajan,Jagran,2025-08-10,07:30,"ISKCON Temple, Sector 11",Hyderabad,Path and kirtan with spiritual leaders,ramayan.jpg,2025-07-15 07:38:55
2828,Ramayan Paath,Bhajan,2025-10-10,13:15,"Kalka Mandir, Sector 26",Mumbai,Special spiritual event with prasad,sunderkand.jpg,2025-07-15 07:38:55
2829,Krishna Janmashtami,Satsang,2025-09-06,16:45,"Vaishno Devi Mandir, Sector 22",Chennai,Morning pooja followed by community lunch,bhajan.jpg,2025-07-15 07:38:55
2830,Bhajan Sandhya,Satsang,2025-09-22,05:15,"Vaishno Devi Mandir, Sector 19",Chennai,Morning pooja followed by community lunch,janmashtami.jpg,2025-07-15 07:38:55
2831,Navratri Bhajan,Bhajan,2025-09-03,16:30,"ISKCON Temple, Sector 12",Ahmedabad,Special spiritual event with prasad,ramayan.jpg,2025-07-15 07:38:55
2832,Jagran Mahotsav,Jagran,2025-09-21,16:15,"Radha Krishna Mandir, Sector 1",Pune,Path and kirtan with spiritual leaders,bhajan.jpg,2025-07-15 07:38:55
2833,Mata Ki Chowki,Bhajan,2025-10-14,21:45,"Hanuman Mandir, Sector 14",Mumbai,Special spiritual event with prasad,bhajan.jpg,2025-07-15 07:38:55
2834,Durga Saptashati,Pooja,2025-08-29,05:30,"Vaishno Devi Mandir, Sector 20",Varanasi,Special spiritual event with prasad,ramayan.jpg,2025-07-15 07:38:55
2835,Ramayan Paath,Pooja,2025-09-02,16:00,"Durga Mandir, Sector 31",Pune,Morning pooja followed by community lunch,ramayan.jpg,2025-07-15 07:38:55
2836,Hanuman Jayanti,Bhajan,2025-09-28,07:00,"Durga Mandir, Sector 22",Pune,Special spiritual event with prasad,sunderkand.jpg,2025-07-15 07:38:55
2837,Ganesh Chaturthi,Bhajan,2025-10-23,19:30,"Vaishno Devi Mandir, Sector 30",Jaipur,Path and kirtan with spiritual leaders,bhajan.jpg,2025-07-15 07:38:55
2838,Mata Ki Chowki,Bhajan,2025-09-24,05:15,"Radha Krishna Mandir, Sector 3",Mumbai,All-night Jagran with langar,ramayan.jpg,2025-07-15 07:38:55
2839,Hanuman Jayanti,Bhajan,2025-10-20,07:15,"Radha Krishna Mandir, Sector 44",Lucknow,Special spiritual event with prasad,matachowki.jpg,2025-07-15 07:38:55
2840,Shivratri Pooja,Pooja,2025-09-12,07:30,"Hanuman Mandir, Sector 20",Jaipur,Path and kirtan with spiritual leaders,shivratri.jpg,2025-07-15 07:38:55
2841,Sunderkand Path,Jagran,2025-10-11,09:00,"Radha Krishna Mandir, Sector 32",Mumbai,Path and kirtan with spiritual leaders,sunderkand.jpg,2025-07-15 07:38:55
2842,Durga Saptashati,Bhajan,2025-08-10,18:45,"Kalka Mandir, Sector 3",Mumbai,Live bhajan by local artists,noimage.jpg,2025-07-15 07:38:55
2843,Lakshmi Poojan,Bhajan,2025-08-10,07:30,"Hanuman Mandir, Sector 15",Chennai,Special spiritual event with prasad,matachowki.jpg,2025-07-15 07:38:55
2844,Bhajan Sandhya,Pooja,2025-10-02,19:30,"Shiv Mandir, Sector 45",Jaipur,Live bhajan by local artists,shivratri.jpg,2025-07-15 07:38:55
2845,Krishna Janmashtami,Satsang,2025-08-22,05:00,"Vaishno Devi Mandir, Sector 41",Delhi,Path and kirtan with spiritual leaders,matachowki.jpg,2025-07-15 07:38:55
2846,Krishna Janmashtami,Pooja,2025-10-05,06:45,"ISKCON Temple, Sector 42",Varanasi,Path and kirtan with spiritual leaders,shivratri.jpg,2025-07-15 07:38:55
2847,Krishna Janmashtami,Pooja,2025-08-12,05:00,"Hanuman Mandir, Sector 19",Varanasi,All-night Jagran with langar,bhajan.jpg,2025-07-15 07:38:55
2848,Durga Saptashati,Bhajan,2025-09-21,10:30,"Hanuman Mandir, Sector 34",Bangalore,Path and kirtan with spiritual leaders,noimage.jpg,2025-07-15 07:38:55
2849,Kirtan Mela,Jagran,2025-10-26,20:00,"ISKCON Temple, Sector 32",Delhi,Special spiritual event with prasad,sunderkand.jpg,2025-07-15 07:38:55
2850,Shivratri Pooja,Satsang,2025-09-06,15:15,"Radha Krishna Mandir, Sector 7",Bangalore,All-night Jagran with langar,noimage.jpg,2025-07-15 07:38:55
2851,Kirtan Mela,Pooja,2025-10-02,05:30,"ISKCON Temple, Sector 46",Jaipur,Morning pooja followed by community lunch,matachowki.jpg,2025-07-15 07:38:55
